Date,Temperature (°C),Precipitation (mm),Wind Speed (km/h),Weather Condition,Underground Delays (min),Underground Cancellations (%),Underground Ridership (thousands),Bus Delays (min),Bus Cancellations (%),Bus Ridership (thousands),Overground Delays (min),Overground Cancellations (%),Overground Ridership (thousands),Tram Delays (min),Tram Cancellations (%),Tram Ridership (thousands),DLR Delays (min),DLR Cancellations (%),DLR Ridership (thousands),National Rail Delays (min),National Rail Cancellations (%),National Rail Ridership (thousands)
2019-09-04,10,0,24,Partly Cloudy,1,1,319,4,1,118,5,1,116,3,0,143,4,1,128,2,0,129
2019-09-05,14,16,29,Thunderstorm,9,2,246,17,8,111,12,3,92,18,4,116,14,6,74,14,4,94
2019-09-06,19,7,18,Light Rain,4,1,254,6,4,116,9,3,91,10,5,101,9,4,138,10,4,126
2019-09-07,10,0,13,Partly Cloudy,2,1,309,4,0,126,1,2,141,2,0,112,3,0,107,1,1,120
2019-09-08,19,15,6,Heavy Rain,6,2,273,12,8,104,18,6,87,14,5,98,16,6,86,10,6,117
2019-09-09,16,0,28,Clear,2,0,314,2,1,109,2,2,113,5,1,135,5,2,146,3,1,105
2019-09-10,18,0,14,Partly Cloudy,2,0,284,2,2,133,5,1,119,3,0,102,4,2,135,2,1,138
2019-09-11,21,0,26,Clear,2,1,313,3,1,144,4,1,121,4,1,125,5,2,124,3,1,113
2019-09-12,12,11,12,Heavy Rain,5,3,249,19,6,105,15,5,110,19,8,121,11,8,101,10,8,97
2019-09-13,19,0,19,Clear,3,0,312,4,0,112,4,1,133,3,2,146,4,0,138,4,1,119
2019-09-14,13,11,20,Heavy Rain,8,2,237,16,5,107,15,6,83,17,8,116,12,5,85,10,5,125
2019-09-15,16,9,9,Light Rain,2,0,268,9,4,129,8,5,90,6,3,107,7,5,96,7,3,117
2019-09-16,16,0,27,Partly Cloudy,3,1,310,2,2,123,1,0,148,3,2,111,2,0,121,1,0,105
2019-09-17,14,0,22,Partly Cloudy,2,0,307,1,2,131,4,1,110,3,0,146,4,1,148,4,1,144
2019-09-18,12,0,28,Clear,3,1,296,4,2,134,5,2,113,4,1,135,3,1,116,1,1,143
2019-09-19,19,0,20,Clear,2,0,312,3,2,121,2,2,101,2,0,108,4,1,131,4,1,130
2019-09-20,21,0,11,Partly Cloudy,3,1,281,1,1,148,4,1,120,5,1,117,2,0,147,1,1,136
2019-09-21,24,0,17,Partly Cloudy,1,0,284,2,1,147,1,2,115,1,1,128,1,0,123,3,0,126
2019-09-22,25,0,13,Partly Cloudy,2,0,316,4,1,139,5,2,125,4,1,109,3,0,136,3,1,126
2019-09-23,14,16,20,Thunderstorm,9,3,227,14,6,88,12,6,90,18,7,91,14,5,112,11,5,77
2019-09-24,17,0,20,Partly Cloudy,2,1,310,2,2,114,4,1,134,1,1,118,2,1,121,4,0,142
2019-09-25,18,0,28,Partly Cloudy,2,0,289,3,1,128,2,1,145,5,1,100,3,1,109,4,1,101
2019-09-26,25,18,20,Thunderstorm,9,2,228,14,3,114,15,6,116,13,7,106,17,6,86,18,8,80
2019-09-27,18,2,12,Partly Cloudy,2,1,283,4,1,106,1,1,107,5,0,145,1,0,136,3,1,122
2019-09-28,15,0,27,Clear,2,0,309,1,2,119,1,0,101,5,1,106,1,1,146,2,0,105
2019-09-29,16,0,9,Clear,3,1,292,4,0,113,1,1,113,3,1,140,2,1,106,1,1,117
2019-09-30,13,0,16,Clear,2,0,301,2,1,104,1,0,142,2,0,144,3,2,136,4,2,121
2019-10-01,23,7,16,Light Rain,5,2,282,9,4,106,9,3,130,7,2,112,6,3,125,6,3,94
2019-10-02,16,0,13,Partly Cloudy,1,1,292,4,2,130,3,1,104,4,1,118,4,2,146,1,1,113
2019-10-03,17,0,6,Partly Cloudy,3,0,289,1,1,128,5,1,137,2,2,110,2,2,109,5,0,125
2019-10-04,24,0,25,Clear,1,1,304,4,2,109,3,1,124,2,2,131,5,0,123,3,1,134
2019-10-05,19,5,29,Partly Cloudy,2,1,293,2,2,139,2,1,148,4,2,121,4,0,104,3,0,134
2019-10-06,21,16,11,Thunderstorm,7,2,244,13,6,115,14,5,110,12,8,102,17,4,109,19,6,78
2019-10-07,11,0,28,Partly Cloudy,3,1,300,2,2,107,4,2,128,4,1,142,3,2,108,2,1,148
2019-10-08,14,0,12,Clear,3,0,280,5,2,119,4,2,109,2,0,148,4,1,126,3,2,138
2019-10-09,21,0,14,Partly Cloudy,2,0,294,4,2,105,3,0,109,4,1,150,4,1,114,2,1,141
2019-10-10,14,0,18,Clear,1,1,281,4,0,131,2,0,106,2,1,101,2,1,109,4,1,149
2019-10-11,17,0,15,Partly Cloudy,2,1,318,1,1,107,3,1,147,2,2,116,4,0,109,4,1,140
2019-10-12,17,20,27,Thunderstorm,7,3,247,16,6,83,11,6,89,15,6,72,13,4,74,16,5,108
2019-10-13,11,14,26,Heavy Rain,8,1,224,16,8,93,19,8,95,16,4,97,12,4,82,19,6,113
2019-10-14,19,5,5,Clear,2,1,298,2,1,146,3,2,120,5,0,131,1,2,107,3,0,107
2019-10-15,13,0,20,Clear,1,1,303,4,1,114,5,2,121,2,2,107,3,2,115,4,1,137
2019-10-16,25,0,10,Partly Cloudy,1,1,319,1,1,146,4,1,124,4,0,116,3,1,130,1,2,101
2019-10-17,23,0,13,Clear,3,1,319,2,2,140,2,0,124,3,0,109,2,2,125,3,1,115
2019-10-18,13,0,11,Clear,2,1,296,2,1,126,1,2,106,2,1,113,2,0,107,3,1,111
2019-10-19,21,6,28,Light Rain,3,2,266,5,3,121,10,4,137,6,3,127,9,4,117,9,4,128
2019-10-20,21,0,15,Clear,2,0,287,3,0,126,5,2,145,4,2,132,3,2,145,3,0,112
2019-10-21,11,0,27,Partly Cloudy,2,0,313,3,1,118,3,2,116,3,2,115,3,1,124,2,1,117
2019-10-22,20,0,17,Clear,2,1,280,3,1,148,4,1,116,2,0,128,1,2,115,5,1,117
2019-10-23,21,0,28,Clear,2,0,304,3,1,111,3,1,138,2,0,108,4,2,124,4,2,134
2019-10-24,19,16,20,Thunderstorm,6,2,232,19,4,80,16,5,118,19,6,83,16,7,89,11,4,105
2019-10-25,11,0,20,Partly Cloudy,1,1,282,4,0,127,2,2,102,3,1,133,1,1,139,4,1,134
2019-10-26,20,7,28,Light Rain,4,1,265,10,3,139,9,3,102,7,4,139,10,2,128,6,4,130
2019-10-27,20,0,13,Partly Cloudy,1,0,316,2,0,149,1,1,126,3,0,109,2,1,128,2,2,119
2019-10-28,15,2,28,Clear,2,1,293,2,1,146,5,1,105,2,2,140,2,0,137,3,0,112
2019-10-29,23,0,29,Clear,3,1,281,4,1,147,2,2,125,2,0,109,2,1,128,3,0,112
2019-10-30,16,0,16,Clear,1,0,310,1,1,145,5,1,117,1,1,103,3,0,128,2,0,102
2019-10-31,17,0,29,Clear,3,1,301,2,2,133,3,2,148,3,1,131,4,1,143,4,0,107
2019-11-01,23,12,21,Heavy Rain,10,2,278,13,6,96,12,4,102,15,7,122,15,8,119,11,6,123
2019-11-02,18,9,12,Light Rain,2,0,294,7,4,127,8,2,109,10,3,125,7,2,127,7,4,140
2019-11-03,22,4,30,Clear,3,0,292,5,2,112,3,1,138,5,2,137,1,1,109,2,1,147
2019-11-04,16,0,23,Partly Cloudy,3,0,283,3,1,137,2,1,117,2,1,125,4,2,123,3,0,124
2019-11-05,24,0,5,Partly Cloudy,1,1,283,5,2,116,3,1,107,4,2,122,2,1,103,3,1,103
2019-11-06,25,0,7,Partly Cloudy,2,0,293,4,0,118,2,0,132,3,1,103,4,2,146,4,2,128
2019-11-07,12,0,19,Clear,3,0,309,4,1,124,2,1,139,2,0,134,4,1,146,3,2,143
2019-11-08,15,0,13,Clear,2,1,293,4,2,104,2,2,133,3,2,107,2,1,127,1,1,148
2019-11-09,23,0,8,Clear,3,1,318,2,1,101,3,1,125,1,1,110,2,0,144,3,1,109
2019-11-10,14,0,26,Clear,2,0,308,4,1,130,3,2,107,3,1,121,4,1,113,2,2,136
2019-11-11,10,0,23,Partly Cloudy,1,1,289,4,1,103,1,0,112,3,2,139,3,1,103,5,2,143
2019-11-12,21,0,20,Clear,2,0,297,5,0,115,2,2,119,4,2,119,4,2,118,2,0,133
2019-11-13,19,0,22,Clear,1,0,289,3,1,137,3,1,147,1,0,119,2,1,148,4,2,105
2019-11-14,14,7,25,Light Rain,4,2,264,9,5,135,8,3,114,6,5,135,8,4,106,6,2,100
2019-11-15,19,0,29,Partly Cloudy,1,0,312,3,1,118,5,1,146,3,2,120,2,2,138,4,0,130
2019-11-16,24,8,17,Light Rain,3,1,293,9,3,128,8,4,107,7,4,134,8,4,125,8,2,103
2019-11-17,22,13,7,Heavy Rain,9,2,273,20,4,102,13,6,101,18,5,129,18,6,128,10,5,111
2019-11-18,21,0,28,Clear,2,0,289,3,1,112,4,1,136,3,0,119,2,2,113,3,1,120
2019-11-19,12,0,11,Clear,1,1,291,5,0,101,5,1,122,1,1,103,5,0,135,3,1,102
2019-11-20,15,0,8,Partly Cloudy,2,0,300,5,2,137,4,2,129,2,0,107,4,2,136,2,1,144
2019-11-21,25,0,12,Partly Cloudy,1,1,288,3,2,133,4,2,138,1,2,130,3,2,115,4,0,113
2019-11-22,24,0,21,Clear,1,1,295,2,1,134,5,2,139,2,1,106,3,1,146,3,0,135
2019-11-23,13,11,12,Heavy Rain,5,2,272,15,7,126,20,5,115,12,6,80,15,7,90,16,5,98
2019-11-24,15,0,10,Clear,2,1,297,4,0,105,2,1,145,2,1,139,4,1,149,1,1,142
2019-11-25,25,0,6,Clear,1,1,295,2,0,143,1,1,105,2,0,105,3,0,101,5,2,100
2019-11-26,14,0,15,Clear,2,1,285,1,2,108,4,2,127,2,1,114,3,2,100,4,1,124
2019-11-27,20,9,27,Light Rain,4,1,283,7,2,116,8,5,123,7,2,133,8,2,123,8,4,97
2019-11-28,17,9,22,Light Rain,3,2,295,7,5,104,6,2,111,6,5,91,5,3,92,6,5,130
2019-11-29,24,11,5,Heavy Rain,9,2,246,10,4,89,11,6,112,15,8,124,20,7,122,11,6,96
2019-11-30,13,0,10,Clear,3,0,287,3,2,101,1,0,129,3,1,124,2,2,101,2,2,130
2019-12-01,4,8,11,Light Rain,2,2,252,7,4,109,9,4,136,8,3,101,10,4,109,5,3,101
2019-12-02,-7,0,27,Clear,1,1,293,4,1,136,4,2,105,5,2,113,2,1,147,1,0,140
2019-12-03,0,10,25,Light Snow,10,2,238,14,7,96,11,5,93,18,7,104,16,4,110,11,7,114
2019-12-04,-10,14,18,Heavy Snow,18,4,160,27,15,73,29,10,64,31,14,123,27,8,70,31,14,104
2019-12-05,-5,0,11,Clear,3,1,313,2,1,101,2,2,115,4,1,120,1,1,139,2,1,111
2019-12-06,-4,0,29,Clear,2,0,306,3,1,120,2,2,106,5,2,120,3,1,146,3,1,115
2019-12-07,-10,0,18,Clear,3,0,316,1,1,103,3,1,122,5,0,104,4,1,125,5,1,127
2019-12-08,-5,0,22,Clear,2,0,298,5,1,142,3,1,127,4,0,148,3,0,136,4,1,147
2019-12-09,4,2,25,Partly Cloudy,1,0,304,2,2,117,3,1,118,3,1,104,2,1,117,4,1,114
2019-12-10,-4,0,16,Clear,1,1,317,1,1,120,3,0,134,5,1,118,1,1,134,5,0,118
2019-12-11,0,0,12,Partly Cloudy,2,1,319,5,2,135,3,2,145,5,1,125,2,1,121,4,0,125
2019-12-12,-9,0,13,Light Snow,7,2,255,19,4,102,12,5,127,20,5,98,16,5,100,13,6,98
2019-12-13,2,6,7,Light Rain,3,0,295,9,3,124,10,4,140,9,3,125,8,3,109,8,4,115
2019-12-14,-2,3,30,Clear,3,1,314,2,1,137,4,1,141,3,0,139,3,1,138,1,1,119
2019-12-15,5,0,18,Clear,2,0,300,5,2,128,3,1,149,4,1,128,5,0,134,3,0,147
2019-12-16,-9,0,18,Clear,2,1,301,4,1,116,2,2,106,1,1,150,5,1,145,2,2,140
2019-12-17,2,8,24,Light Rain,4,1,258,7,5,105,9,4,107,9,5,122,7,4,113,10,2,125
2019-12-18,-1,0,13,Clear,2,0,280,1,1,137,2,1,133,2,1,120,4,2,112,3,1,132
2019-12-19,4,0,21,Clear,3,0,297,4,0,140,1,0,143,5,0,112,4,1,135,3,2,104
2019-12-20,-6,16,25,Thunderstorm,6,2,215,15,5,119,12,7,105,11,5,117,13,5,99,11,7,104
2019-12-21,-1,16,18,Thunderstorm,10,2,230,10,6,98,10,8,103,17,5,79,15,6,96,19,3,115
2019-12-22,4,15,17,Heavy Rain,7,3,223,16,5,119,19,6,114,18,8,97,17,8,95,15,7,85
2019-12-23,0,0,29,Clear,2,1,305,2,0,148,3,1,147,5,2,101,1,0,138,2,1,140
2019-12-24,-4,0,13,Clear,1,0,315,2,2,103,4,0,131,5,1,124,5,0,111,3,1,109
2019-12-25,-1,0,24,Clear,2,0,298,3,1,136,4,1,122,2,1,130,1,1,142,4,0,135
2019-12-26,-2,3,20,Clear,3,1,287,5,1,110,3,2,138,4,1,120,1,0,124,2,1,146
2019-12-27,-2,9,19,Light Snow,5,2,261,13,5,122,18,8,90,17,4,86,12,7,112,13,5,112
2019-12-28,-7,0,8,Clear,3,0,312,1,1,111,5,1,140,4,2,118,4,2,106,4,0,103
2019-12-29,2,0,29,Partly Cloudy,2,0,293,3,2,144,3,0,114,1,0,136,4,1,147,5,1,149
2019-12-30,-10,0,20,Clear,3,0,317,3,1,139,3,2,141,3,0,148,2,0,110,2,0,143
2019-12-31,1,0,5,Partly Cloudy,2,0,312,5,1,113,3,1,118,2,2,115,3,1,133,3,2,146
2020-01-01,2,0,8,Clear,2,1,306,5,1,113,2,1,113,4,1,149,2,2,119,4,2,100
2020-01-02,-10,0,14,Clear,2,1,305,4,2,127,3,2,115,1,1,101,4,0,135,2,1,131
2020-01-03,4,0,13,Clear,1,1,315,5,2,133,3,0,148,2,0,103,3,1,109,5,1,123
2020-01-04,-9,0,24,Clear,2,1,291,4,1,114,5,1,138,4,2,149,3,1,115,4,1,130
2020-01-05,-7,0,14,Light Snow,6,3,233,12,5,123,16,8,109,12,7,107,15,5,90,19,8,115
2020-01-06,-7,0,6,Clear,1,0,304,3,1,119,3,2,109,2,1,146,3,0,118,1,0,136
2020-01-07,-4,0,17,Light Snow,7,2,246,20,7,100,17,7,93,19,6,125,13,4,108,11,5,112
2020-01-08,-5,0,24,Clear,3,1,315,3,1,138,3,2,144,3,2,124,2,2,131,3,2,112
2020-01-09,1,0,13,Clear,2,0,311,5,0,148,1,1,115,3,2,147,5,1,150,2,1,129
2020-01-10,-9,0,10,Clear,2,1,308,1,0,129,2,0,111,5,0,126,3,2,133,3,1,142
2020-01-11,-10,12,7,Heavy Snow,12,3,188,33,13,123,20,15,73,22,13,71,22,8,105,24,14,87
2020-01-12,1,0,9,Partly Cloudy,3,0,283,1,2,148,4,0,148,3,2,130,1,0,148,3,2,120
2020-01-13,-3,0,28,Clear,2,1,292,2,2,142,2,2,116,4,1,144,5,0,120,2,1,146
2020-01-14,-7,0,5,Light Snow,5,3,256,18,8,113,13,6,80,10,7,129,18,6,88,13,8,97
2020-01-15,2,0,28,Partly Cloudy,3,0,294,1,1,117,3,2,105,3,1,150,5,1,115,5,0,122
2020-01-16,-7,0,29,Clear,2,1,314,2,2,130,1,1,110,2,1,119,1,1,143,2,1,125
2020-01-17,-5,4,24,Light Snow,9,2,244,20,7,114,11,4,125,16,7,83,19,6,121,12,5,126
2020-01-18,-3,3,28,Clear,1,0,320,5,0,148,2,1,108,1,2,136,1,1,119,1,1,102
2020-01-19,4,16,24,Thunderstorm,6,2,241,15,5,102,18,6,80,18,3,104,17,7,88,18,5,93
2020-01-20,-9,18,27,Thunderstorm,8,2,212,17,4,80,19,5,103,14,7,102,13,7,118,15,8,116
2020-01-21,3,0,24,Partly Cloudy,3,1,313,3,1,118,4,2,106,5,1,147,4,0,125,5,1,147
2020-01-22,-9,0,16,Clear,3,0,281,2,1,127,1,0,142,3,1,135,2,2,107,3,1,110
2020-01-23,-3,10,20,Light Snow,7,3,224,10,5,112,13,8,115,10,5,98,10,5,117,16,7,106
2020-01-24,1,0,19,Clear,2,0,293,2,1,130,4,1,141,2,0,134,4,0,147,5,1,101
2020-01-25,0,0,11,Clear,2,0,281,5,1,118,1,1,125,3,1,105,2,0,138,2,1,114
2020-01-26,-8,0,17,Light Snow,9,2,229,11,7,89,17,7,106,12,5,97,15,5,80,11,4,125
2020-01-27,-4,0,28,Clear,2,1,302,4,1,105,3,1,143,2,1,129,3,0,127,5,1,118
2020-01-28,-4,0,9,Clear,2,1,318,3,0,118,2,1,127,5,1,123,4,1,110,3,2,131
2020-01-29,-1,17,13,Thunderstorm,10,2,203,15,4,110,14,5,119,11,7,80,15,6,97,11,5,107
2020-01-30,4,0,27,Clear,2,1,302,2,2,113,2,1,144,4,0,116,5,1,117,2,1,111
2020-01-31,3,0,30,Clear,2,1,296,3,1,123,3,2,130,1,2,144,4,0,115,4,2,114
2020-02-01,-7,0,14,Light Snow,5,2,273,12,8,110,19,6,123,14,4,121,12,4,127,12,6,128
2020-02-02,1,0,21,Clear,1,1,285,5,0,130,4,0,138,2,1,131,3,0,134,1,0,130
2020-02-03,-9,0,8,Light Snow,10,2,258,11,4,96,13,5,128,16,6,86,18,4,130,17,7,111
2020-02-04,-4,2,20,Clear,1,0,291,4,1,106,3,1,130,2,2,123,3,2,114,4,1,124
2020-02-05,-3,0,20,Clear,2,1,288,5,2,148,3,1,105,3,2,103,5,0,111,5,1,122
2020-02-06,2,0,12,Partly Cloudy,2,0,280,3,1,109,4,0,103,5,1,116,2,1,140,4,2,135
2020-02-07,-2,0,28,Clear,3,1,294,5,2,148,2,2,120,4,0,146,3,0,131,3,1,116
2020-02-08,-8,0,12,Clear,1,1,298,3,1,130,3,1,106,3,1,143,3,1,144,1,1,103
2020-02-09,-1,5,22,Clear,1,0,312,2,1,106,4,2,147,1,1,127,4,1,137,1,2,145
2020-02-10,-7,0,16,Clear,3,1,280,3,2,103,4,1,109,2,0,124,2,0,102,2,1,135
2020-02-11,-5,16,9,Thunderstorm,8,2,242,18,7,91,10,7,88,17,6,106,17,5,71,20,3,94
2020-02-12,3,0,11,Clear,3,1,293,5,1,135,2,1,125,2,1,134,3,2,105,1,0,107
2020-02-13,-1,0,12,Light Snow,5,2,239,20,6,101,16,6,91,17,6,121,14,6,127,11,4,122
2020-02-14,-9,0,29,Light Snow,5,2,249,17,7,122,16,6,114,14,7,109,13,5,100,18,7,97
2020-02-15,-6,0,27,Light Snow,6,2,232,15,4,92,15,8,116,19,7,89,19,5,82,16,7,80
2020-02-16,0,0,15,Clear,2,0,299,2,1,136,4,1,132,2,1,133,4,0,139,1,1,112
2020-02-17,2,16,12,Thunderstorm,9,1,240,13,8,88,13,6,101,17,4,99,19,8,90,16,4,102
2020-02-18,5,0,7,Clear,3,1,290,3,0,135,2,0,103,3,0,109,5,0,103,2,1,107
2020-02-19,-3,0,11,Clear,2,1,316,2,0,131,5,0,123,3,2,130,2,0,141,1,0,133
2020-02-20,3,11,29,Heavy Rain,8,3,238,11,4,111,17,4,87,16,7,95,15,8,85,19,5,103
2020-02-21,-10,0,15,Clear,2,0,303,3,1,120,3,2,122,3,0,145,4,1,143,2,1,138
2020-02-22,5,11,17,Heavy Rain,6,1,278,16,6,125,13,6,113,20,7,110,11,5,104,12,6,116
2020-02-23,-2,0,22,Clear,2,0,307,2,0,128,2,2,103,3,2,143,2,1,143,1,1,113
2020-02-24,-4,17,14,Thunderstorm,10,2,215,12,8,100,19,7,87,14,3,102,19,5,103,18,5,93
2020-02-25,-9,0,20,Light Snow,6,2,222,16,6,122,20,6,83,11,8,128,11,6,113,15,5,83
2020-02-26,0,16,11,Thunderstorm,10,1,207,12,8,71,16,7,117,10,6,72,14,8,103,15,3,92
2020-02-27,-4,0,20,Light Snow,7,3,262,17,8,84,15,7,128,17,7,105,15,4,121,13,7,109
2020-02-28,2,0,19,Clear,2,1,295,4,0,134,3,0,135,4,1,147,3,0,123,1,2,127
2020-02-29,4,0,22,Partly Cloudy,3,0,283,3,1,134,4,2,140,5,2,110,4,1,109,3,1,122
2020-03-01,19,0,26,Partly Cloudy,2,0,285,2,2,141,3,1,141,1,1,112,4,1,146,2,1,110
2020-03-02,8,0,16,Partly Cloudy,3,1,290,2,2,147,1,0,146,3,0,147,2,0,145,3,2,124
2020-03-03,17,0,19,Clear,3,0,300,3,1,104,2,1,145,4,1,144,3,0,103,2,1,120
2020-03-04,9,0,12,Clear,2,1,283,3,1,133,3,1,103,4,0,149,4,1,131,5,0,136
2020-03-05,10,0,14,Clear,2,0,317,4,2,140,4,2,103,4,1,126,2,2,114,5,0,138
2020-03-06,10,0,10,Partly Cloudy,3,0,292,2,2,129,3,0,125,5,0,138,3,2,137,3,2,119
2020-03-07,17,6,14,Light Rain,4,1,257,9,4,120,10,5,125,7,4,124,5,4,106,7,5,139
2020-03-08,15,0,22,Clear,2,1,289,2,2,104,2,1,136,2,0,113,3,2,140,2,1,122
2020-03-09,15,0,13,Clear,1,0,281,4,2,148,3,2,115,5,0,122,4,0,112,3,1,142
2020-03-10,6,0,16,Clear,3,1,304,2,1,111,3,0,129,4,1,135,3,2,113,2,1,115
2020-03-11,14,17,24,Thunderstorm,8,2,244,11,4,88,16,8,94,12,5,93,11,3,98,18,6,81
2020-03-12,5,0,26,Partly Cloudy,3,0,311,2,1,128,2,1,132,5,2,140,1,1,118,2,1,107
2020-03-13,18,7,25,Light Rain,3,2,284,8,3,133,6,3,97,10,3,109,10,4,128,9,5,116
2020-03-14,7,11,7,Heavy Rain,9,2,237,12,6,103,19,6,89,13,5,118,15,5,122,18,6,96
2020-03-15,15,0,20,Clear,2,1,285,1,2,133,3,1,141,4,1,122,4,2,101,2,0,145
2020-03-16,15,0,11,Clear,1,1,287,4,1,139,1,1,114,4,2,135,4,0,144,3,1,133
2020-03-17,5,18,14,Thunderstorm,8,2,207,11,7,104,13,4,97,10,4,89,16,4,114,14,8,80
2020-03-18,5,12,30,Heavy Rain,9,1,264,11,5,113,15,7,87,12,4,87,16,6,125,13,5,127
2020-03-19,9,0,29,Clear,1,0,309,3,0,103,1,1,133,4,2,129,2,0,112,1,2,138
2020-03-20,8,0,10,Clear,1,1,314,1,1,103,5,1,130,1,1,144,5,1,117,2,0,125
2020-03-21,16,4,6,Clear,2,1,284,3,1,121,4,2,147,5,1,138,2,1,145,4,0,127
2020-03-22,17,0,26,Clear,2,1,299,2,0,131,4,1,114,1,1,142,3,1,143,1,1,109
2020-03-23,12,0,23,Clear,2,1,304,3,2,119,4,1,128,1,0,109,2,0,124,1,1,145
2020-03-24,9,0,18,Partly Cloudy,3,1,285,2,2,102,5,2,137,2,1,147,2,2,114,4,0,125
2020-03-25,9,13,24,Heavy Rain,8,2,265,14,6,108,14,6,81,12,5,128,14,5,106,14,5,98
2020-03-26,18,0,16,Clear,2,0,290,1,1,149,4,1,113,2,2,141,5,1,106,2,0,108
2020-03-27,17,9,26,Light Rain,2,1,274,8,5,114,6,3,115,6,3,119,7,5,108,5,3,117
2020-03-28,17,0,17,Clear,1,0,320,3,1,148,3,1,109,1,1,147,5,0,138,4,1,112
2020-03-29,10,14,7,Heavy Rain,8,1,249,10,6,123,12,6,81,11,7,100,12,7,130,13,7,97
2020-03-30,12,0,12,Clear,3,1,309,4,0,135,2,1,130,4,1,123,2,2,103,2,2,122
2020-03-31,8,2,17,Clear,2,0,296,2,1,117,3,1,107,2,1,136,3,1,130,2,1,100
2020-04-01,13,0,23,Partly Cloudy,3,1,293,2,2,136,1,1,123,3,1,125,4,1,117,3,1,139
2020-04-02,16,20,7,Thunderstorm,6,1,218,12,6,92,14,7,83,15,4,94,15,7,113,11,6,111
2020-04-03,18,0,18,Clear,1,0,318,5,1,134,5,2,139,4,2,131,2,1,148,2,1,125
2020-04-04,15,8,5,Light Rain,4,0,270,7,4,91,9,5,124,7,4,139,5,4,136,8,4,133
2020-04-05,10,0,17,Clear,2,0,294,3,1,137,2,1,102,3,1,103,2,2,105,2,2,132
2020-04-06,6,8,18,Light Rain,3,2,251,10,4,125,5,4,100,10,5,124,7,4,121,8,5,130
2020-04-07,18,3,25,Clear,2,1,302,3,1,114,3,0,124,5,2,139,5,0,132,1,1,117
2020-04-08,18,0,30,Clear,3,1,319,3,0,102,3,1,105,4,1,116,2,1,113,2,0,133
2020-04-09,7,0,6,Partly Cloudy,2,0,280,3,1,121,4,0,135,4,1,108,2,1,145,4,1,123
2020-04-10,7,0,11,Clear,3,1,293,3,2,120,4,1,113,2,1,148,2,1,128,3,2,120
2020-04-11,9,0,12,Partly Cloudy,2,1,302,3,2,121,2,1,118,3,1,145,4,0,131,2,1,106
2020-04-12,7,0,21,Clear,2,0,287,2,2,141,4,0,116,1,1,103,1,0,116,2,1,138
2020-04-13,10,0,12,Clear,2,0,311,3,2,142,4,1,117,5,1,115,3,0,101,5,1,122
2020-04-14,12,0,21,Clear,2,1,318,3,1,137,4,1,117,4,2,102,4,0,149,3,0,104
2020-04-15,16,0,16,Clear,3,0,312,4,1,142,4,1,136,1,2,126,2,1,100,2,1,128
2020-04-16,12,0,21,Clear,3,0,318,1,1,116,4,1,113,1,0,117,5,1,120,3,1,108
2020-04-17,10,11,26,Heavy Rain,8,1,255,13,5,100,11,5,109,14,7,125,19,6,81,14,6,93
2020-04-18,17,0,17,Clear,3,1,309,1,1,145,5,0,149,5,2,123,5,0,139,3,1,131
2020-04-19,7,0,18,Clear,1,1,297,3,2,116,2,1,135,5,0,140,4,0,125,3,0,104
2020-04-20,6,0,5,Partly Cloudy,2,0,316,2,1,138,2,1,132,1,0,143,3,1,147,2,2,122
2020-04-21,16,0,30,Clear,2,0,311,2,1,150,4,0,106,2,1,134,4,2,124,3,2,146
2020-04-22,6,0,29,Partly Cloudy,1,0,282,3,0,149,4,2,119,3,0,123,3,1,109,3,0,126
2020-04-23,11,0,14,Clear,3,1,286,3,0,144,4,1,114,4,1,137,4,1,116,1,1,105
2020-04-24,10,0,23,Partly Cloudy,2,0,295,5,1,127,4,0,106,5,1,147,3,2,136,5,1,132
2020-04-25,5,0,20,Partly Cloudy,2,1,288,2,0,111,5,1,121,3,2,129,3,1,107,2,2,149
2020-04-26,9,0,18,Partly Cloudy,2,0,296,2,1,123,2,2,119,5,1,120,4,0,139,2,0,144
2020-04-27,12,0,11,Partly Cloudy,1,1,298,4,0,124,4,2,132,4,0,103,3,1,133,4,1,144
2020-04-28,13,0,25,Clear,2,0,318,2,0,145,2,0,138,2,0,104,1,0,130,1,0,129
2020-04-29,14,0,30,Partly Cloudy,1,1,300,1,2,127,5,1,137,2,1,113,2,2,114,3,2,123
2020-04-30,6,0,12,Clear,1,1,320,5,0,125,3,2,127,5,1,129,2,0,146,2,1,147
2020-05-01,7,0,27,Clear,1,1,298,3,1,130,3,2,139,4,0,140,4,1,103,5,0,121
2020-05-02,15,0,6,Partly Cloudy,3,1,309,3,0,103,3,1,128,4,1,109,4,1,123,5,2,141
2020-05-03,6,0,27,Partly Cloudy,2,1,292,4,1,142,3,1,131,4,2,128,5,1,109,4,2,110
2020-05-04,6,0,23,Clear,3,0,318,5,1,123,4,1,131,1,1,132,2,0,108,1,2,126
2020-05-05,16,0,24,Clear,2,1,289,1,2,133,4,0,139,4,2,103,4,1,143,3,1,109
2020-05-06,7,11,20,Heavy Rain,8,3,221,16,7,101,20,5,96,17,5,110,16,7,94,20,7,117
2020-05-07,19,0,18,Clear,2,1,287,2,2,111,1,2,115,4,0,130,4,2,141,5,0,110
2020-05-08,5,2,16,Clear,2,1,314,3,1,113,5,0,118,3,0,111,4,1,140,2,0,106
2020-05-09,12,0,24,Clear,2,1,314,2,1,111,2,1,149,3,1,118,2,0,130,4,1,102
