Date,Temperature (°C),Precipitation (mm),Wind Speed (km/h),Weather Condition,Underground Delays (min),Underground Cancellations (%),Underground Ridership (thousands),Bus Delays (min),Bus Cancellations (%),Bus Ridership (thousands),Overground Delays (min),Overground Cancellations (%),Overground Ridership (thousands),Tram Delays (min),Tram Cancellations (%),Tram Ridership (thousands),DLR Delays (min),DLR Cancellations (%),DLR Ridership (thousands),National Rail Delays (min),National Rail Cancellations (%),National Rail Ridership (thousands)
27/08/2019,20.9,0,13,Clear,3,1,303,4,2,123,3,1,148,4,0,143,3,0,127,3,2,110
28/08/2019,21.8,0,6,Partly Cloudy,2,0,299,4,1,110,2,1,139,3,0,108,2,2,117,5,1,109
29/08/2019,22.7,0,19,Partly Cloudy,1,0,309,2,0,102,1,2,107,3,1,121,1,2,101,4,2,122
30/08/2019,22.3,0,13,Partly Cloudy,3,0,305,5,2,125,3,1,148,2,1,114,2,1,150,1,1,104
31/08/2019,20.9,0,15,Clear,2,0,292,5,2,117,3,2,100,4,2,105,2,2,127,1,1,122
01/09/2019,20.6,0,25,Clear,2,1,296,2,2,143,3,1,111,3,1,126,5,1,119,4,0,119
02/09/2019,19.4,0,21,Clear,3,1,294,4,0,111,3,1,100,4,1,122,5,1,143,2,1,143
03/09/2019,19.2,0,12,Clear,2,0,315,2,2,148,2,1,145,5,1,116,3,1,114,4,0,102
04/09/2019,18.5,0,11,Clear,2,0,292,5,1,122,3,2,112,4,1,130,1,1,103,3,1,111
05/09/2019,19.3,42,14,Thunderstorm,12,2,198,21,9,85,29,12,63,24,10,71,26,13,72,26,11,148
06/09/2019,20.2,0,10,Clear,2,0,300,4,2,142,2,1,116,1,1,100,3,1,135,4,1,141
07/09/2019,19,0,20,Clear,3,0,306,3,2,108,4,1,114,3,1,129,5,1,132,3,0,112
08/09/2019,18.7,0,9,Clear,2,0,299,2,2,143,4,0,139,4,2,106,4,2,129,4,1,126
09/09/2019,17.2,0,7,Clear,2,1,285,4,2,108,1,0,144,3,1,105,4,2,141,4,0,106
10/09/2019,16.2,0,8,Clear,2,1,304,4,1,106,4,1,132,2,2,113,2,2,101,4,1,142
11/09/2019,18.1,0,6,Partly Cloudy,2,1,285,4,2,146,3,0,118,4,1,123,1,1,123,5,1,116
12/09/2019,18.1,49,12,Thunderstorm,15,3,184,30,13,77,25,9,116,21,12,137,33,11,96,21,13,132
13/09/2019,17.4,0,22,Partly Cloudy,1,1,288,1,2,141,4,0,142,3,1,127,1,2,129,2,0,109
14/09/2019,16.3,0,22,Clear,1,1,313,2,1,130,2,0,137,4,1,137,4,0,118,2,0,134
15/09/2019,17.8,0,18,Clear,1,1,303,3,2,135,4,0,137,4,1,132,2,2,102,3,0,136
16/09/2019,17,0,15,Partly Cloudy,1,0,310,3,2,107,4,0,108,4,1,138,2,1,120,5,1,115
17/09/2019,16.9,0,10,Partly Cloudy,2,1,284,4,2,108,5,1,147,4,1,109,2,0,107,1,1,140
18/09/2019,16.2,32,9,Thunderstorm,11,3,196,32,10,116,28,13,118,29,10,54,27,14,107,32,15,66
19/09/2019,17.3,0,25,Partly Cloudy,2,0,312,1,2,146,3,1,122,3,1,138,5,2,109,4,1,113
20/09/2019,16.3,0,23,Clear,2,0,309,1,1,131,2,2,112,4,1,130,1,0,145,2,2,150
21/09/2019,16,0,18,Partly Cloudy,3,1,312,2,2,148,2,1,105,2,2,119,1,1,149,4,1,108
22/09/2019,18,0,11,Clear,1,0,303,5,1,142,3,1,137,2,1,132,1,1,127,5,1,141
23/09/2019,17.8,0,17,Partly Cloudy,2,1,305,3,0,105,1,2,112,2,1,116,3,0,148,4,2,120
24/09/2019,18.6,0,5,Clear,2,1,280,3,1,122,4,0,141,3,0,112,4,2,121,2,2,133
25/09/2019,18.3,0,9,Clear,2,1,299,3,1,146,4,1,136,3,1,110,3,0,146,2,2,127
26/09/2019,18.6,0,8,Clear,1,1,298,4,0,108,3,2,136,3,1,104,5,1,114,3,0,148
27/09/2019,17.5,0,10,Partly Cloudy,3,1,305,5,0,117,2,2,119,4,1,111,2,1,121,2,0,144
28/09/2019,19,0,12,Clear,2,1,286,2,2,131,1,1,115,2,2,141,3,2,120,4,1,145
29/09/2019,19.8,47,22,Thunderstorm,18,3,190,33,10,145,21,9,104,29,13,52,34,8,64,20,12,143
30/09/2019,19.7,0,5,Clear,2,0,283,4,1,138,3,0,132,2,2,131,2,2,126,1,1,113
01/10/2019,18.8,0,25,Clear,2,1,285,3,1,104,3,2,143,1,0,113,4,0,136,1,1,118
02/10/2019,18.2,42,10,Thunderstorm,17,5,156,33,12,63,26,9,120,31,9,101,32,15,101,34,12,89
03/10/2019,17.9,0,14,Clear,3,1,296,2,1,129,2,2,124,2,0,112,5,1,108,3,1,102
04/10/2019,16.2,0,16,Clear,2,1,295,2,0,123,4,0,135,1,1,139,2,1,110,4,0,143
05/10/2019,14.7,0,12,Partly Cloudy,2,1,285,2,1,104,2,2,149,3,2,127,2,1,133,5,1,134
06/10/2019,13.2,0,25,Partly Cloudy,3,1,292,2,1,119,4,1,104,1,0,121,5,1,140,3,1,105
07/10/2019,14.5,0,8,Clear,2,1,318,3,1,103,1,0,102,4,1,107,4,0,115,2,1,113
08/10/2019,14.3,0,25,Clear,1,0,305,1,2,126,3,1,109,2,1,130,2,0,149,1,2,139
09/10/2019,13.6,9,19,Light Rain,4,2,297,8,2,102,9,3,94,9,3,136,8,2,137,6,3,110
10/10/2019,12.5,0,7,Clear,2,1,312,2,1,119,2,2,135,2,1,105,4,0,149,4,1,129
11/10/2019,14.1,0,8,Clear,3,1,306,4,2,146,1,1,137,4,1,108,4,1,104,3,0,117
12/10/2019,12.7,0,16,Clear,2,1,289,1,2,108,5,2,125,5,0,115,4,1,146,1,1,130
13/10/2019,13.5,24,22,Thunderstorm,12,4,178,31,13,71,29,14,93,34,11,64,26,15,82,33,14,85
14/10/2019,12.5,0,11,Partly Cloudy,2,0,311,3,1,119,2,1,140,2,1,134,2,1,147,4,1,132
15/10/2019,11.6,0,15,Clear,2,0,288,5,1,123,1,0,136,3,1,112,4,0,109,3,1,112
16/10/2019,12.7,0,21,Clear,1,0,319,3,1,100,3,0,128,5,2,127,3,2,134,1,1,112
17/10/2019,13,0,17,Clear,1,1,313,4,1,147,5,0,102,4,2,148,5,1,127,1,0,123
18/10/2019,13.7,0,20,Clear,2,0,297,4,1,150,2,1,116,3,2,134,5,0,144,1,2,116
19/10/2019,13.3,0,24,Clear,2,1,296,2,1,119,5,2,125,5,1,103,2,1,108,5,2,113
20/10/2019,13.8,0,24,Partly Cloudy,2,1,302,3,0,106,3,1,101,4,0,130,3,2,124,1,1,142
21/10/2019,15.3,0,11,Partly Cloudy,1,1,296,1,1,113,4,2,113,4,0,127,1,2,138,4,2,132
22/10/2019,16.2,0,23,Clear,1,1,285,3,1,131,1,0,125,5,1,121,4,1,115,3,0,148
23/10/2019,14.5,2,9,Partly Cloudy,1,0,299,1,0,140,4,2,143,4,0,139,4,2,125,2,2,136
24/10/2019,15.7,15,9,Heavy Rain,9,1,224,20,4,122,14,7,108,19,8,80,11,5,113,19,6,110
25/10/2019,14.3,0,24,Clear,2,0,302,3,0,122,2,1,129,1,2,136,2,0,138,5,0,116
26/10/2019,13.3,0,8,Clear,2,1,295,3,1,100,1,2,104,4,2,114,2,1,144,5,1,104
27/10/2019,14,0,14,Clear,1,1,298,2,1,143,4,1,106,2,2,129,3,1,118,4,1,106
28/10/2019,13,0,24,Clear,3,1,290,1,0,136,2,1,125,4,0,120,3,1,141,2,2,135
29/10/2019,13.5,0,13,Clear,2,1,306,2,2,129,1,1,138,4,1,145,2,1,145,5,1,143
30/10/2019,12.5,0,11,Clear,1,0,290,2,0,115,3,1,117,4,2,138,2,1,108,2,1,140
31/10/2019,12.2,9,22,Light Rain,4,1,278,8,4,102,9,3,125,5,3,108,8,2,130,6,4,130
01/11/2019,11.4,0,28,Clear,3,0,303,4,1,115,3,2,146,3,1,145,1,0,135,4,2,121
02/11/2019,9.5,0,20,Clear,3,0,313,3,1,104,2,0,148,4,1,111,5,1,108,3,2,100
03/11/2019,8.6,0,18,Clear,2,1,299,5,1,104,5,1,114,3,1,104,1,1,142,3,2,114
04/11/2019,8.1,11,21,Heavy Rain,9,3,279,12,8,96,11,7,112,12,6,94,17,6,129,11,5,104
05/11/2019,8.4,51,32,Thunderstorm,19,4,193,28,14,80,26,10,97,24,15,81,21,12,56,22,10,96
06/11/2019,8.4,0,30,Clear,2,0,311,1,0,140,3,0,112,5,2,135,3,1,149,5,0,141
07/11/2019,7.7,47,23,Thunderstorm,19,2,176,34,14,66,25,12,66,35,14,67,22,9,141,23,11,95
08/11/2019,8.4,16,34,Heavy Rain,10,3,221,13,7,94,19,7,84,19,8,84,15,5,100,12,6,128
09/11/2019,8.6,43,22,Thunderstorm,19,3,160,23,13,77,32,9,82,27,15,143,23,11,65,28,11,140
10/11/2019,9.9,34,33,Thunderstorm,18,2,166,26,10,70,21,13,76,21,10,130,33,11,92,35,9,72
11/11/2019,9,27,33,Thunderstorm,16,3,197,21,9,107,29,8,90,30,13,114,25,9,93,22,15,98
12/11/2019,8.5,0,25,Clear,3,1,307,1,1,138,2,0,144,1,2,124,3,0,141,2,1,134
13/11/2019,9.2,0,26,Clear,3,1,292,2,2,118,4,1,110,3,0,121,3,1,137,4,2,102
14/11/2019,8.3,0,34,Partly Cloudy,3,0,297,3,0,102,5,0,112,1,2,129,4,2,117,3,0,109
15/11/2019,9.4,0,22,Clear,2,0,290,2,1,140,2,0,125,4,0,104,2,1,128,4,2,140
16/11/2019,9.6,0,16,Partly Cloudy,2,0,307,2,1,129,3,2,113,3,1,133,4,1,132,2,2,119
17/11/2019,10.1,14,25,Heavy Rain,9,2,276,15,6,86,18,5,125,19,8,106,17,7,87,16,4,105
18/11/2019,8.8,26,24,Thunderstorm,16,2,175,23,12,114,28,13,84,31,11,98,30,8,115,29,10,59
19/11/2019,7.7,0,29,Clear,2,1,313,1,0,144,1,0,148,3,1,103,1,0,144,3,1,146
20/11/2019,7.8,36,33,Thunderstorm,18,2,185,29,14,62,28,14,91,27,8,78,25,15,78,27,13,66
21/11/2019,8.1,0,32,Clear,2,0,318,2,2,113,5,1,138,2,1,131,4,0,148,5,1,141
22/11/2019,8.4,0,21,Clear,2,0,305,4,1,103,4,1,113,2,1,144,3,1,105,3,2,139
23/11/2019,7.8,0,20,Clear,3,1,289,5,1,119,3,1,128,3,1,109,4,1,107,4,2,147
24/11/2019,7.8,36,17,Thunderstorm,19,3,163,26,11,129,27,9,77,28,9,111,28,13,144,34,15,74
25/11/2019,7.1,63,34,Thunderstorm,19,2,197,26,8,94,21,12,84,27,12,137,30,11,132,34,9,103
26/11/2019,7.1,47,32,Thunderstorm,12,4,193,34,10,140,25,12,55,21,13,94,24,9,117,20,14,58
27/11/2019,6.8,34,22,Thunderstorm,13,5,182,20,11,138,25,9,126,29,12,55,22,12,71,28,12,78
28/11/2019,8.7,0,29,Clear,1,0,286,5,0,124,2,1,106,3,1,144,1,2,142,2,2,102
29/11/2019,10.1,0,21,Clear,1,1,282,4,1,147,2,1,124,4,0,110,2,1,109,3,0,143
30/11/2019,11,0,22,Clear,1,0,306,3,2,120,4,1,126,2,1,124,4,2,116,1,1,127
01/12/2019,8.6,0,35,Partly Cloudy,1,1,308,3,1,142,3,1,125,3,0,145,4,1,105,3,0,104
02/12/2019,7.9,0,27,Clear,2,0,319,3,1,116,1,2,114,3,1,101,4,1,114,1,0,145
03/12/2019,7.9,4,29,Light Rain,4,1,268,6,4,139,6,4,111,7,3,131,7,4,105,6,2,126
04/12/2019,6.5,0,23,Clear,2,0,284,2,1,133,2,1,110,2,0,145,2,0,114,2,1,104
05/12/2019,5.3,0,22,Partly Cloudy,2,0,306,1,1,122,2,1,144,5,1,120,2,1,124,2,2,118
06/12/2019,5.2,54,28,Thunderstorm,16,3,191,21,14,101,26,11,117,20,14,95,25,9,94,27,11,118
07/12/2019,5.2,0,27,Partly Cloudy,1,0,293,3,2,104,1,2,111,4,1,142,2,0,128,5,1,116
08/12/2019,5.7,0,32,Partly Cloudy,1,0,304,4,1,112,4,0,118,3,1,136,2,1,129,3,1,113
09/12/2019,4.6,15,25,Heavy Rain,9,2,267,14,6,100,12,4,110,20,5,82,18,5,121,17,8,100
10/12/2019,5.5,0,28,Clear,1,1,301,4,1,133,1,1,125,5,2,103,4,0,118,3,0,137
11/12/2019,4.3,38,29,Thunderstorm,19,4,184,26,8,62,28,13,92,31,12,57,23,14,122,33,9,149
12/12/2019,4,65,21,Thunderstorm,17,3,179,34,10,117,23,12,84,23,10,68,34,11,75,27,10,124
13/12/2019,5.9,0,32,Clear,1,1,301,4,2,122,5,2,124,3,1,149,4,0,116,3,0,101
14/12/2019,5.8,28,20,Thunderstorm,12,4,176,23,10,109,21,9,57,32,13,125,31,13,98,30,8,112
15/12/2019,6.6,0,22,Clear,2,1,315,2,2,128,5,1,126,3,1,148,1,0,147,3,1,124
16/12/2019,5.3,0,30,Clear,2,1,283,5,1,130,5,1,121,4,1,114,5,2,132,2,0,102
17/12/2019,5.7,0,26,Partly Cloudy,1,0,289,3,0,148,2,2,121,5,1,147,1,1,145,2,0,121
18/12/2019,7,0,26,Clear,1,1,284,4,2,110,4,0,130,2,1,115,3,1,109,4,1,133
19/12/2019,5.7,0,18,Clear,1,1,290,5,2,110,3,0,120,4,1,131,2,1,105,4,1,135
20/12/2019,5.1,22,16,Thunderstorm,13,4,195,28,11,53,33,8,144,27,10,142,20,12,105,23,11,115
21/12/2019,6,61,18,Thunderstorm,12,3,152,22,15,82,22,9,122,33,10,52,23,8,60,26,10,102
22/12/2019,5.3,0,33,Clear,2,0,296,4,1,143,5,1,128,1,0,121,2,2,108,3,1,135
23/12/2019,5.2,0,26,Clear,1,0,313,3,2,125,1,0,115,4,2,115,3,1,121,2,0,110
24/12/2019,4.2,1,28,Clear,3,0,294,2,0,142,1,2,145,3,1,133,3,1,102,1,1,127
25/12/2019,5.8,53,19,Thunderstorm,14,3,170,22,12,130,27,11,135,31,11,76,33,12,72,24,14,54
26/12/2019,7.2,52,23,Thunderstorm,15,5,171,28,8,50,24,13,62,22,11,115,31,9,58,34,10,135
27/12/2019,7.9,0,18,Partly Cloudy,3,1,293,2,0,125,3,1,124,2,1,145,2,1,107,3,1,147
28/12/2019,6.7,0,16,Clear,1,1,301,4,2,108,1,2,116,2,1,130,1,1,102,3,2,149
29/12/2019,6.9,59,25,Thunderstorm,12,5,188,31,13,70,23,13,72,27,13,128,27,14,134,30,10,77
30/12/2019,6.1,18,19,Heavy Rain,7,3,226,17,7,85,19,6,98,18,5,115,10,7,102,16,5,114
31/12/2019,6.8,0,27,Clear,3,0,314,4,1,112,3,2,111,3,2,118,4,0,105,4,0,114
01/01/2020,7.3,54,35,Thunderstorm,13,2,185,27,9,121,20,14,64,22,9,146,30,14,90,25,10,98
02/01/2020,6.8,0,20,Partly Cloudy,1,1,281,3,1,122,3,1,121,4,1,142,2,1,129,2,1,116
03/01/2020,5.3,6,29,Light Rain,4,2,286,5,5,133,7,4,139,8,5,94,6,3,119,9,5,109
04/01/2020,3.9,0,27,Clear,2,1,311,3,1,149,4,1,114,4,0,109,3,1,131,1,1,114
05/01/2020,2.8,51,32,Thunderstorm,12,4,180,35,11,118,21,11,146,28,10,62,31,13,87,34,8,80
06/01/2020,4.6,14,26,Heavy Rain,9,1,277,18,5,116,14,6,119,20,5,101,15,6,98,11,7,102
07/01/2020,3.9,0,31,Clear,2,1,292,2,1,102,1,0,108,1,2,114,2,0,147,3,1,144
08/01/2020,3.9,11,23,Heavy Rain,7,2,237,16,4,90,14,8,99,17,5,86,11,5,88,12,7,81
09/01/2020,4.4,28,26,Thunderstorm,13,3,187,33,9,60,33,10,105,25,9,109,28,9,95,32,12,60
10/01/2020,4.7,0,31,Clear,1,1,307,1,1,117,4,0,130,5,2,146,5,0,131,3,2,113
11/01/2020,6.1,0,31,Clear,1,1,281,4,0,133,2,1,135,2,0,103,3,1,137,3,1,120
12/01/2020,4.4,54,32,Thunderstorm,13,4,192,27,8,57,28,15,119,21,9,127,33,12,114,20,14,129
13/01/2020,3.9,0,19,Clear,1,0,294,3,1,124,2,0,130,3,1,143,4,2,125,2,1,110
14/01/2020,4.1,45,18,Thunderstorm,19,5,173,31,12,130,26,14,96,34,11,96,32,14,105,23,11,147
15/01/2020,5.1,0,16,Clear,2,1,282,4,1,110,2,1,127,1,0,141,2,0,123,3,2,122
16/01/2020,5.9,0,17,Clear,2,0,310,3,1,109,2,1,121,3,0,133,4,1,125,5,1,130
17/01/2020,4.5,0,17,Partly Cloudy,2,1,308,3,1,143,5,1,147,3,1,123,2,0,112,3,1,122
18/01/2020,6,25,18,Thunderstorm,10,4,179,31,9,107,24,10,51,22,10,62,35,10,63,23,12,56
19/01/2020,6.7,0,20,Clear,1,1,297,2,0,133,3,0,134,3,2,106,4,1,106,4,1,147
20/01/2020,5.2,0,23,Partly Cloudy,2,1,316,2,2,150,2,1,126,2,0,111,2,1,109,4,1,104
21/01/2020,5.6,0,34,Clear,1,1,317,4,2,105,3,0,109,4,0,123,5,0,149,5,1,109
22/01/2020,4.9,0,21,Clear,3,0,309,1,1,146,2,0,133,4,1,116,2,2,146,3,2,123
23/01/2020,4.7,23,26,Thunderstorm,10,3,189,30,12,141,20,12,129,28,10,64,33,11,138,29,13,130
24/01/2020,5.2,28,31,Thunderstorm,14,3,155,34,9,115,26,11,118,21,12,127,32,9,140,30,14,99
25/01/2020,5.3,0,33,Clear,2,0,296,2,1,143,1,1,109,2,0,113,4,2,111,3,1,144
26/01/2020,5.9,0,28,Partly Cloudy,1,0,316,4,1,126,2,1,133,3,1,143,2,1,120,4,0,132
27/01/2020,6.7,0,33,Partly Cloudy,1,0,318,5,0,101,2,2,109,3,2,101,3,1,143,2,1,134
28/01/2020,5.4,23,21,Thunderstorm,18,4,173,29,12,133,26,10,77,28,11,94,21,13,71,23,11,73
29/01/2020,5.5,25,26,Thunderstorm,12,2,194,27,11,54,27,12,106,31,9,75,32,15,64,27,9,56
30/01/2020,4.9,39,26,Thunderstorm,11,2,190,23,12,84,29,10,59,23,9,93,30,10,51,28,12,146
31/01/2020,5.2,0,26,Partly Cloudy,3,0,289,2,1,137,3,0,136,4,1,133,3,2,142,3,1,144
01/02/2020,5.4,0,30,Clear,2,1,309,3,0,118,2,0,137,2,1,119,5,1,104,1,1,130
02/02/2020,5.4,0,16,Clear,2,0,284,1,0,130,2,1,109,5,2,112,2,0,125,1,1,126
03/02/2020,6.7,32,31,Thunderstorm,11,3,159,24,10,106,26,15,63,35,10,127,25,9,136,25,13,107
04/02/2020,6.4,0,30,Clear,2,1,282,2,1,122,3,0,125,2,1,138,2,1,150,4,2,121
05/02/2020,7,5,19,Light Rain,3,2,267,8,4,119,7,4,107,5,5,96,5,5,105,8,3,110
06/02/2020,6,0,23,Partly Cloudy,2,1,282,3,1,146,1,1,143,2,2,101,4,2,133,3,0,146
07/02/2020,5.9,28,25,Thunderstorm,11,3,153,29,12,101,32,14,112,20,13,92,28,13,85,34,9,117
08/02/2020,4.5,0,17,Clear,2,0,289,3,1,102,2,2,134,4,1,116,1,1,142,5,1,100
09/02/2020,3.9,0,27,Clear,3,0,317,4,2,130,4,1,131,3,2,137,4,2,111,1,1,126
10/02/2020,5.5,0,26,Clear,1,1,313,2,1,130,2,0,149,3,0,109,4,1,132,1,2,119
11/02/2020,5.1,0,23,Partly Cloudy,3,0,315,4,2,112,3,1,141,1,1,117,2,1,143,3,2,113
12/02/2020,5.4,0,15,Clear,2,1,309,3,0,106,3,1,104,3,1,116,4,1,117,4,1,132
13/02/2020,5.7,28,23,Thunderstorm,19,4,179,24,9,84,27,10,101,22,15,61,34,14,103,31,11,113
14/02/2020,5.3,0,27,Clear,2,0,295,1,0,113,1,0,141,1,1,114,4,1,115,3,1,128
15/02/2020,4.4,0,24,Clear,2,0,313,3,1,105,4,1,111,2,1,149,2,1,102,3,1,148
16/02/2020,4.9,0,26,Clear,2,1,318,4,0,111,2,2,143,4,1,125,3,1,125,1,0,144
17/02/2020,5.9,0,25,Clear,2,1,311,4,0,117,3,1,138,2,0,120,5,0,131,3,0,124
18/02/2020,6.5,0,32,Clear,1,1,295,3,2,116,4,0,115,2,2,111,4,2,126,3,1,116
19/02/2020,6.3,0,35,Partly Cloudy,3,1,299,4,2,120,5,1,130,4,2,112,4,1,113,4,1,133
20/02/2020,5.7,0,27,Clear,1,1,300,4,1,118,3,1,127,3,1,107,3,0,106,5,1,133
21/02/2020,5.5,0,28,Partly Cloudy,2,1,313,4,0,114,2,1,143,1,0,114,2,0,140,3,0,121
22/02/2020,5.4,27,29,Thunderstorm,17,4,150,34,14,140,20,15,131,33,9,124,34,13,107,34,11,110
23/02/2020,5.5,0,17,Clear,2,1,303,5,2,103,3,0,116,3,2,142,2,0,129,3,1,145
24/02/2020,6.8,0,33,Clear,2,0,285,5,1,137,2,0,105,3,1,117,4,1,135,3,2,124
25/02/2020,6.4,12,16,Heavy Rain,8,1,238,18,5,92,12,7,86,15,6,114,16,7,82,13,5,87
26/02/2020,5.7,0,25,Clear,2,1,293,2,1,101,1,1,147,4,0,142,4,1,141,3,0,126
27/02/2020,5.9,0,26,Partly Cloudy,3,1,312,5,0,113,3,2,125,4,0,113,4,0,118,2,1,135
28/02/2020,5.6,0,17,Partly Cloudy,2,1,309,2,2,131,3,0,147,4,0,117,4,1,138,3,1,119
29/02/2020,4.9,0,35,Clear,2,1,302,4,2,103,5,2,143,4,2,106,2,2,110,1,2,142
01/03/2020,5.2,0,19,Clear,3,0,288,2,1,127,4,2,129,4,0,103,4,0,112,4,1,144
02/03/2020,5.8,14,17,Heavy Rain,7,2,273,19,5,103,15,8,130,12,7,99,10,4,103,15,4,114
03/03/2020,6.2,0,11,Clear,2,0,301,2,1,108,4,2,106,3,0,130,2,1,126,5,1,129
04/03/2020,6.8,0,21,Clear,3,0,313,4,0,135,2,1,115,4,0,100,4,0,105,2,1,124
05/03/2020,6.2,0,19,Clear,2,0,305,2,0,143,2,1,144,4,1,134,1,1,124,4,2,146
06/03/2020,8.2,0,12,Clear,2,1,288,5,2,149,5,1,105,1,1,131,4,2,131,1,0,105
07/03/2020,8.1,0,6,Clear,1,1,299,3,1,148,2,1,137,3,2,119,3,0,130,2,0,127
08/03/2020,8.5,31,17,Thunderstorm,12,3,186,28,11,82,29,15,117,21,11,139,21,15,145,21,15,86
09/03/2020,9.6,0,14,Clear,3,0,304,2,1,117,3,1,105,2,0,124,5,0,147,4,1,132
10/03/2020,10.3,23,19,Thunderstorm,16,4,154,30,12,88,25,12,139,27,14,90,22,8,55,26,10,122
11/03/2020,10.6,10,10,Light Rain,4,0,257,10,4,99,7,3,130,8,2,127,7,3,109,7,3,102
12/03/2020,9.8,35,8,Thunderstorm,10,4,189,32,11,71,31,13,75,34,9,148,33,13,144,31,9,94
13/03/2020,8.4,0,20,Clear,2,1,315,1,1,108,4,0,133,2,0,147,1,1,101,3,1,116
14/03/2020,7.6,0,18,Partly Cloudy,2,1,288,2,0,112,2,1,128,5,0,132,4,1,113,2,0,115
15/03/2020,8.7,10,19,Light Rain,4,1,285,7,2,110,8,5,93,8,3,115,5,3,131,8,3,104
16/03/2020,8.2,0,22,Partly Cloudy,2,0,314,3,1,112,4,1,140,4,0,136,4,1,109,1,1,118
17/03/2020,8.6,39,10,Thunderstorm,12,3,175,23,10,67,31,13,96,31,13,64,34,14,70,23,9,64
18/03/2020,9.4,0,21,Partly Cloudy,2,1,281,2,1,100,1,2,134,2,1,140,2,0,147,2,0,125
19/03/2020,10,0,10,Clear,3,0,303,5,0,149,5,2,111,4,2,149,2,2,117,2,1,140
20/03/2020,9.6,0,25,Clear,2,0,296,4,2,127,4,0,111,3,0,113,3,0,113,3,1,146
21/03/2020,9.8,0,24,Partly Cloudy,1,0,307,3,2,137,4,2,127,1,2,113,4,2,135,3,1,118
22/03/2020,9.1,0,20,Clear,1,0,312,3,1,139,4,1,145,2,2,106,1,2,112,4,2,143
23/03/2020,10.4,0,19,Clear,2,1,295,3,1,132,5,0,129,4,1,104,3,1,108,4,1,147
24/03/2020,10.8,0,5,Clear,1,1,287,2,1,113,2,1,104,1,1,136,3,1,128,2,2,103
25/03/2020,10.7,0,21,Clear,2,1,283,4,1,136,1,1,134,4,0,101,2,0,128,5,1,142
26/03/2020,8.8,1,12,Partly Cloudy,1,1,298,5,0,111,1,1,114,4,1,131,3,0,122,5,2,145
27/03/2020,9.8,10,5,Light Rain,3,0,274,8,5,127,10,2,91,8,3,103,7,3,116,7,4,124
28/03/2020,9.2,0,8,Clear,2,1,307,2,1,129,3,1,125,3,1,105,4,0,103,5,2,103
29/03/2020,9,22,22,Thunderstorm,20,4,168,29,10,141,33,12,82,24,8,132,27,10,97,32,9,136
30/03/2020,10.1,0,13,Clear,2,0,287,3,1,143,1,1,138,4,2,136,5,1,125,1,0,112
31/03/2020,8.7,0,9,Clear,3,0,309,2,2,145,4,1,100,5,2,145,4,1,145,2,1,105
01/04/2020,10.9,9,16,Light Rain,4,1,262,5,4,139,9,3,135,7,4,114,7,4,116,7,3,92
02/04/2020,11.5,0,8,Clear,2,1,300,5,2,140,4,1,149,2,0,122,1,2,129,3,1,125
03/04/2020,10.3,0,19,Clear,3,0,289,2,1,142,4,1,129,4,0,108,5,1,149,2,1,111
04/04/2020,10.1,0,11,Clear,2,0,308,3,0,109,1,1,105,4,0,112,5,1,104,4,1,142
05/04/2020,11,0,25,Clear,2,0,282,1,0,132,3,1,102,3,2,120,3,2,139,3,2,120
06/04/2020,12.4,0,11,Clear,3,0,289,2,2,142,3,1,124,3,2,106,3,1,125,3,1,107
07/04/2020,12.3,0,9,Clear,3,0,305,4,1,124,3,1,132,3,2,144,2,0,132,2,0,144
08/04/2020,11.4,0,19,Partly Cloudy,1,0,301,2,1,116,2,0,139,2,0,131,5,1,106,3,2,139
09/04/2020,11.9,0,16,Clear,2,1,319,2,0,127,4,2,110,2,1,117,4,1,140,3,2,117
10/04/2020,12.9,0,16,Clear,2,0,291,5,0,139,5,0,135,2,0,120,5,0,129,3,2,104
11/04/2020,13.1,0,18,Partly Cloudy,3,0,299,3,1,123,3,1,149,1,2,124,3,2,118,3,1,119
12/04/2020,14,0,7,Clear,2,0,305,2,1,100,2,1,124,5,2,118,1,2,146,4,0,150
13/04/2020,12.7,0,23,Clear,3,0,319,2,2,103,4,1,124,2,1,110,3,1,148,1,0,112
14/04/2020,12.2,0,15,Partly Cloudy,2,1,284,4,0,139,2,1,118,4,0,128,2,1,145,3,1,146
15/04/2020,12.2,0,17,Clear,1,1,297,1,2,119,1,1,144,5,2,143,1,1,141,2,1,130
16/04/2020,11.8,0,15,Clear,3,0,287,3,2,139,4,1,113,4,2,110,2,2,143,5,2,127
17/04/2020,12.3,0,6,Partly Cloudy,2,1,300,3,0,114,2,0,149,2,1,130,3,0,140,4,0,114
18/04/2020,13.4,0,19,Clear,2,1,287,3,1,116,4,2,116,4,0,142,2,0,132,3,2,118
19/04/2020,12.4,0,14,Clear,2,1,314,5,1,136,3,1,124,5,1,148,4,2,141,3,1,119
20/04/2020,10.9,0,15,Clear,3,1,286,2,1,118,4,1,129,4,2,107,4,1,115,1,1,118
21/04/2020,10.5,0,20,Clear,1,1,280,5,1,116,2,0,112,2,1,108,3,1,115,1,0,101
22/04/2020,11.6,0,21,Clear,2,1,309,2,0,128,2,1,132,3,1,127,4,1,127,4,2,122
23/04/2020,11.5,0,17,Clear,3,0,310,4,2,103,3,1,117,1,1,124,1,1,137,4,2,120
24/04/2020,12.9,0,11,Clear,2,0,303,3,1,125,1,2,115,5,0,148,1,0,102,4,2,122
